,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
15289,happy provide backup support murderous rampages,positive,6,47,7.833333333333333
15290,getting impatient turnaround time repairs broken arrival new espresso machine fb,negative,11,80,7.2727272727272725
15291,going woodland hills gna swim drink makin best good day yee,positive,11,59,5.363636363636363
15292,hey tom im happy youre enjoying brazil im sad cuz im goin see show,neutral,14,66,4.714285714285714
15293,good nite everybody baby boy,positive,5,28,5.6
15294,finally finished emulsioning bathroom gloss work,neutral,6,48,8.0
15295,ryehappy mothers day mums ily mummy lol,positive,7,39,5.571428571428571
15296,oh miss truck could whole place moved now,negative,8,41,5.125
15297,trying watch lost online annoying slowthe internet lost,negative,8,55,6.875
15298,already missing biddy bops home moms night watching little bro getting rest birthday party tomorrow d,neutral,16,101,6.3125
15299,totally plain simple hate thoes bridezilla shows groom id running far far away,negative,13,78,6.0
15300,today seems like good day even though fuel pump going car xoxo,positive,12,62,5.166666666666667
15301,miss,negative,1,4,4.0
15302,playing board games,neutral,3,19,6.333333333333333
15303,wiffleball,negative,1,10,10.0
15304,happy mommas day ging lucky momma like u enjoy ur nite luv ya,positive,13,61,4.6923076923076925
15305,feeling bit lonely,negative,3,18,6.0
15306,holla happy early mothers day,positive,5,29,5.8
15307,imnot aloud call youbut think awesomeily,positive,6,40,6.666666666666667
15308,used love lolso awesomei knew youd experience last night,positive,9,56,6.222222222222222
15309,thanks check next time im target its hour away,neutral,9,46,5.111111111111111
15310,theres guy house cant go downstairs pants,neutral,7,41,5.857142857142857
15311,going get strawberries champagne tonight,neutral,5,40,8.0
15312, hes well cooool lovve roco shoooow,positive,7,54,7.714285714285714
15313,ot ot ot,neutral,3,8,2.6666666666666665
15314,cough cough hack hack,neutral,4,21,5.25
15315,um think miss is jay leno,negative,6,25,4.166666666666667
15316,hott africa lol yeah hot big storm,neutral,7,34,4.857142857142857
15317,aww sorry ot hear least work though,negative,7,35,5.0
15318,follow,neutral,1,6,6.0
15319,frown us googling alcohol work,negative,5,30,6.0
15320,bought new racquet 145 wish racquet half god rest well despite recession things fkin costly,negative,15,91,6.066666666666666
15321,yea im gonna need put blunt,negative,6,27,4.5
15322,dido us 2 little gods  just moment let stop here ive fillwords make panic,negative,15,85,5.666666666666667
15323,closed three locations,neutral,3,22,7.333333333333333
15324,aww thanks bro glad got u active twitter,positive,8,40,5.0
15325,recommended harney sons  order much tea think,neutral,8,61,7.625
15326,good morning its since ive talked keep awesome tweets,positive,9,53,5.888888888888889
15327,im ready tomorrows competition,neutral,4,30,7.5
15328,writing wasnt scrub,neutral,3,19,6.333333333333333
15329,poor thing hang there luf joe,negative,6,29,4.833333333333333
15330,mood shrimp scampi dont vermouth,negative,5,32,6.4
15331,feeling really sick watching fifth element smoke cigg ugh hate colds,negative,11,68,6.181818181818182
15332,working working working  many hours spent worth letãââ½s make red irlanda big,positive,13,92,7.076923076923077
15333,saved frog thought replied would make sense twitter work gehts abi gut,neutral,12,70,5.833333333333333
15334,_meaway im sorry hon know feels thoughim usually crazy family gathering id probably hold back like also,negative,17,103,6.0588235294117645
15335,girls come over boyfriend forgets im,negative,6,36,6.0
15336,really wish could gone weekend,positive,5,30,6.0
15337,wont let vote even tho im signed,negative,7,32,4.571428571428571
15338,heyy ur bdayhappy birthday,positive,4,26,6.5
15339,good pic guys looked good yesterday thodont ya think,positive,9,52,5.777777777777778
15340,getting ready school second maths test today also last day 3rd year next week officially 4th year,neutral,17,97,5.705882352941177
15341,church now,neutral,2,10,5.0
15342,dmv,neutral,1,3,3.0
15343,squirrel where hate squirrels,negative,4,29,7.25
15344,going bc making break out,negative,5,25,5.0
15345,im bad trying get live dream rule world saving super hero costume,neutral,12,65,5.416666666666667
15346,happy,negative,1,5,5.0
15347,miss water cuz well went dry,negative,6,28,4.666666666666667
15348,getting ready shop birmingham come,neutral,5,34,6.8
15349,ahhh im engulfed shooooes told buy maany shoes,negative,8,46,5.75
15350,not academically course miss already,negative,5,36,7.2
15351,saw new star trek movie good zachary quinto amazingggg,positive,9,54,6.0
15352,sushi joint closed still nice lunch w angel,positive,8,43,5.375
15353,yes need listen sad spsongs,neutral,5,27,5.4
15354,want go see,neutral,3,11,3.6666666666666665
15355, its frog whos attacking chelseylol funny,neutral,7,60,8.571428571428571
15356,dream better world its coming someone could live words dude,positive,10,59,5.9
15357,devjavanet slowest website,negative,3,26,8.666666666666666
15358,could really fancy nap right work 7am feel nap wasting evening,neutral,11,62,5.636363636363637
15359,rele doesnt want leave lfpa,neutral,5,27,5.4
15360,would u get trouble me follow logic sorry,negative,8,41,5.125
15361,looking forward dinner family friendsss happy mothers day moms there,positive,10,68,6.8
15362,agree completely its attitude chutzpah,positive,5,38,7.6
15363,morning all its monday sigh trying positive outlook day its difficult already,neutral,12,77,6.416666666666667
15364,well poop looks like office doesnt keys dont keys neighbors dont keys bike rides on,neutral,15,83,5.533333333333333
15365,sky monday,neutral,2,10,5.0
15366,congratulations xo,positive,2,18,9.0
15367,got grass,neutral,2,9,4.5
15368,thought going fun day,neutral,4,21,5.25
15369,needs new job either closer home worth drive,positive,8,44,5.5
15370,waking ungodly hours go work starting get old least coffee good,positive,11,63,5.7272727272727275
15371,im yaoo sonnnny,neutral,3,15,5.0
15372,popping see samson delilah arvo hear good,positive,7,41,5.857142857142857
15373,its fun see glimpse life,positive,5,24,4.8
15374,rush lunchtime anyway,neutral,3,21,7.0
15375,yeah neither huntsville would quit jobs one job there,neutral,9,53,5.888888888888889
15376,dont like see like this must something make smile,negative,9,49,5.444444444444445
15377,_dam haha would cool brianna fly haha,positive,7,37,5.285714285714286
15378,amazing best time hope good weekend too,positive,7,39,5.571428571428571
15379,crossfit running todayagitated right leg,negative,5,40,8.0
15380,think its less tribute parody,negative,5,29,5.8
15381, celtic lives,neutral,3,28,9.333333333333334
15382,cant wait 2 hand work tomorrow im practically finished year yay,neutral,11,63,5.7272727272727275
15383,happy mothers day wonderful moms there matalatine,positive,7,49,7.0
15384,wish knew someone could hook us up friend told got crappy seats show chi,negative,14,72,5.142857142857143
15385,glad like,positive,2,9,4.5
15386,_shiny thanks headsup youre hour ahead here,positive,7,43,6.142857142857143
15387,oh said sellout fluke turns projector broken still think film bloody good times tho,neutral,14,83,5.928571428571429
15388,tat psp fathers name hw end userid long story vishnupsp user id almost sites,neutral,14,76,5.428571428571429
15389,woke washed up class 10 till 11 chillin g building nigguhs bby coming 330 ilh,neutral,15,77,5.133333333333334
15390,awesome day,positive,2,11,5.5
15391,sweeny todd awesome movie best,positive,5,30,6.0
15392,yay nekkid writing working thenyou keep warm now awe 6k always cactus 5 good luck,positive,15,81,5.4
15393,wow almost got involved big fight school ah anyways text me going causins house plus game crazy,positive,17,95,5.588235294117647
15394,didnt know twitter coming show tomorrow lorraine cant make,neutral,9,58,6.444444444444445
15395,dog ran awayyy,negative,3,14,4.666666666666667
15396,internet painfully slow today,negative,4,29,7.25
15397,im mobile web wont let looks awesome thoughand one reads tweets anyway,neutral,12,70,5.833333333333333
15398,made officially unavailable best friend,negative,5,39,7.8
15399,know pero available na yata eh sa singapore though,neutral,9,50,5.555555555555555
15400,congrats new phone,positive,3,18,6.0
15401,_la_mania mask whoooops,neutral,3,23,7.666666666666667
15402,thinking morning dont worry soon passes,positive,6,39,6.5
15403,sportday charlotte,neutral,2,18,9.0
15404,endlessly fascinated dual engine monitor cab reminds sustainability fail sorry next gen,negative,12,87,7.25
15405,needs mommy ,neutral,3,30,10.0
15406,thats like hear unabashedly cool thats makes cool byw logic,neutral,10,59,5.9
15407,woman follow,neutral,2,12,6.0
15408,packing desk,neutral,2,12,6.0
15409,nj native thank u,positive,4,17,4.25
15410,sweet usb charles marie site bought ,positive,7,56,8.0
15411,gah macbook pro getting frickin hot sitting table nothing,negative,9,57,6.333333333333333
15412,21 days away evicted,neutral,4,20,5.0
15413,cover whole purse looks like pattern,neutral,6,36,6.0
15414,ment 2 c u tonyt frend l8 n wen got ther wernt letin priority tickets in ill def aplyin agen tho,neutral,21,96,4.571428571428571
15415,spending qt hubby,positive,3,17,5.666666666666667
15416,fever 103 awesome tonsils swollen cant even eat solid food still location pictures rule though,neutral,15,94,6.266666666666667
15417,wishing warped tour came london canada,neutral,6,38,6.333333333333333
15418,shrunk favourite cardigan hubby said hed buy new one practically lived its gone shall say words,negative,16,95,5.9375
15419,darn cold keeps getting worse bought hayfever pills try maybe ive along,negative,12,71,5.916666666666667
15420,game doesnt,neutral,2,11,5.5
15421,hello im good thank tottaly tired working lots todaytottaly shattered u,neutral,11,71,6.454545454545454
15422,really wanted go gig tonight,positive,5,28,5.6
15423,happy mamas day mothers,positive,4,23,5.75
15424,but mention spending time two bffs totally worth,positive,8,48,6.0
15425,cute pretty,positive,2,11,5.5
15426,see may 16,neutral,3,10,3.3333333333333335
15427,oh dear boyle staying,neutral,4,21,5.25
15428,send ringtones iphones idk regular ringtones,neutral,6,44,7.333333333333333
15429,morning twitties heading college back docs god im hungry streching ears today 10mm payday love you,positive,16,98,6.125
15430,sleeping bed tonight home,neutral,4,25,6.25
15431,houstatlantavegas sooner later nov 18th night off successful last 2837 hours heavennn,positive,12,85,7.083333333333333
15432,look forward that u ever write 5 things misanthrope must peace w humanity im well,positive,15,81,5.4
15433,work,neutral,1,4,4.0
15434,rural thailand 2630 considered posh,neutral,5,35,7.0
15435,feel pain man people say its really good dont money waste ps3,neutral,12,61,5.083333333333333
15436,im really full feel sick,negative,5,24,4.8
15437,happy mothers day ms pat carey,positive,6,30,5.0
15438,got home another wonderful night,positive,5,32,6.4
15439,celebrating fact norwich city got relegated yesterday seems like awfully nice mr fry football rivals,negative,15,100,6.666666666666667
15440,needs water paper towels coke store feels sick go get,negative,10,53,5.3
15441,beans toast breakie gotta clean room study final cisco exam watch lost cant wait,neutral,14,80,5.714285714285714
15442,accidently dropped screen messed,negative,4,32,8.0
15443,wondering ankle ever stop hurting,negative,5,33,6.6
15444,work today,neutral,2,10,5.0
15445,sigh you,negative,2,8,4.0
15446,go school reviens ãââ½ 15h30,neutral,5,28,5.6
15447,ah good idea library seems work thats im obviously,positive,9,50,5.555555555555555
15448,hehee yea supposed sound mean hahhaa,negative,6,36,6.0
15449,correction facetious sarcastic apologies oh happy mothers day,neutral,8,61,7.625
15450,dashboard modest mouse first modest mouse blip oyay bad ,positive,10,71,7.1
15451,im telling truth know skills,positive,5,28,5.6
15452,ill back later today got plenty gold willing help out need anything,neutral,12,67,5.583333333333333
15453,besides u come visit ill room u,neutral,7,31,4.428571428571429
15454,yeah checked it pretty nice site,positive,6,32,5.333333333333333
15455,thats tell everyone food worst one understands horror,negative,8,53,6.625
15456,beautiful lil cousin going prom todaysad cant therebut know shes gonna look beautiful always,neutral,14,92,6.571428571428571
15457,omg its famous amanda woman person thingy hugs around,positive,9,53,5.888888888888889
15458,go 6 hour journey home,neutral,5,22,4.4
15459,gonna get try catch zs high school tomorrow really sucks wish didn ,negative,13,87,6.6923076923076925
15460,ladies to,neutral,2,9,4.5
15461,shoping till drop davidhahaenjoy day,positive,5,36,7.2
15462,_club wished could last night sounds like rocking cant wait see pix vids,positive,13,72,5.538461538461538
15463,dinner fam,positive,2,10,5.0
15464,i stumble fall down moved,neutral,5,25,5.0
15465,sitting traffic car gets rained on washed sunday doesnt weather know california,negative,12,79,6.583333333333333
15466,im saddest right now lost mobile phone earphones waz feels little incomplete feel,negative,13,81,6.230769230769231
15467,omg many finals study freaked im gona fail,negative,8,42,5.25
15468,obviously havent seen mrs first thing morning,neutral,7,45,6.428571428571429
15469,thats sucky well miss on,negative,5,24,4.8
15470,cant sleep again ages,neutral,4,21,5.25
15471,tryin figure out lol,neutral,4,20,5.0
15472,selected 4 people today list 300 picked 4 made laugh,neutral,10,52,5.2
15473,looks like nap wait im still waiting poor guy,neutral,9,45,5.0
15474,happy mamas day ladies good day,positive,6,31,5.166666666666667
15475,last time drama room,neutral,4,20,5.0
15476,house bound acute mumps bad times whole day ov supernatural thinks x,negative,12,68,5.666666666666667
15477,anything brian do,neutral,3,17,5.666666666666667
15478,going lunch today whos in still need hit atm,neutral,9,44,4.888888888888889
15479,ill check,neutral,2,9,4.5
15480,says morning ,neutral,3,31,10.333333333333334
15481,hi found indeed pigment imagination,neutral,5,35,7.0
15482,yeah im really feeling either course dont like movie line wish getting animated,negative,13,79,6.076923076923077
15483,close trying them yummy,positive,4,23,5.75
15484,catching teevee shows,neutral,3,21,7.0
15485,watched goode family premiere online think may last episode watch its pretty amazingly mediocre pass,positive,15,100,6.666666666666667
15486,know would successful youre starting would great coming years good luck,positive,11,71,6.454545454545454
15487,hope so recorded pitwas game find didnt record lucky wasnt leafs woulda lost,negative,13,76,5.846153846153846
15488,_wockeez wish go im us,neutral,5,22,4.4
15489,wait till friday pick visa china expedited would hoped its done geeksonaplane,neutral,12,77,6.416666666666667
15490,tell,neutral,1,4,4.0
15491,bad day history test tommorrow want go sun play,negative,9,47,5.222222222222222
15492,yup working away hard busy busy busy,negative,7,36,5.142857142857143
15493,fun afternoon trying thoughbbqs thoughfeeling bit sick,neutral,7,54,7.714285714285714
15494,heey awsome god bless,positive,4,21,5.25
15495,wow up coffee hand already outside peaceful sunday mornings,positive,9,59,6.555555555555555
15496,justin timberlake snl awesome dude become regular,positive,7,49,7.0
15497,hey chick going ja pick hot guys eat jerk pork festival well already hot guy,neutral,15,76,5.066666666666666
15498,miss mom may angels lead in,negative,6,27,4.5
15499,apartment emptying day sad last week 2000,negative,7,41,5.857142857142857
15500,others jobs like available sounds like great experience direct message know others,positive,12,82,6.833333333333333
15501,one become bigger pain,negative,4,22,5.5
15502,_hayles u serious touched ohmygod u lol aaaaa u tell that,negative,11,64,5.818181818181818
15503,come on leave gretel alone liked logies,positive,7,39,5.571428571428571
15504,well someone told its two weeks im going next week friend school time p,neutral,14,71,5.071428571428571
15505,_pickle lol thank much hope youre great day,positive,8,43,5.375
15506,seem cool,positive,2,9,4.5
15507,horrible toothache wink sleep,negative,4,29,7.25
15508,cant change profile settings,neutral,4,28,7.0
15509,call winning,neutral,2,12,6.0
15510,little bit good news,positive,4,20,5.0
15511,alright cool see tomorrow thank you,positive,6,35,5.833333333333333
15512,bored always much fun companion missing bff alreadyyyy,neutral,8,54,6.75
15513,last day exeter last session gym last breakfast last meeting coming,neutral,11,67,6.090909090909091
15514,twitter wont change anything twitter heck wrong you,negative,8,51,6.375
15515,hmmmthe one restaurantone grocery sad dukbolgi,negative,6,46,7.666666666666667
15516,listening man cant moved 3 love connection gw dutch might art later,positive,12,67,5.583333333333333
15517,love pink dont care today shall tweet hardcore work jamie nice day everyoneeeee xxxxxxloser,positive,14,91,6.5
15518,show amazing cold hope give victoria card get dvds back ha,positive,11,58,5.2727272727272725
15519,greenville one last times moving md soon well back eastern carolina,neutral,11,67,6.090909090909091
15520,portugal derbyshire least sun shining lawn looks like percy thrower gardnerinresidence weekend jobs,neutral,13,99,7.615384615384615
15521,facebook wont load me it im bored,negative,7,33,4.714285714285714
15522,watching new season eleven dvd,neutral,5,30,6.0
15523,_cullen10 wish right,negative,3,20,6.666666666666667
15524,yeah were way home,neutral,4,18,4.5
15525,going funeral today friend classmate died car wreck last friday,negative,10,63,6.3
15526,bubbletweet hates,negative,2,17,8.5
15527,hard go back work morning 4 straight days disneyland tends,negative,10,58,5.8
15528,done drew jayk handmade gifts watching old menudo vids,neutral,9,54,6.0
15529,fantastic saturday,positive,2,18,9.0
15530,shower its 555 pm triple 5s turned 556,neutral,8,38,4.75
15531,uh marry me haha kidding kind of youre hot though know,positive,11,54,4.909090909090909
15532,travelled world grew diet everything think of still genoese grandma made pasta,neutral,12,78,6.5
15533,plus hurts seeing sum1 love falling someone else even kidding im wellllllllllllll gutted,negative,13,88,6.769230769230769
15534,twitter sooo im pretty cool,positive,5,27,5.4
15535,nothing lets stay quiet together ps cry,neutral,7,39,5.571428571428571
15536,oof perhaps its time start moronmonday shoutout meme,neutral,8,52,6.5
15537,raining denver course,neutral,3,21,7.0
15538,get door go work im goin im goin,neutral,8,32,4.0
15539,pretty sure im sat wrong train going wrong way bah,negative,10,50,5.0
15540,yeeeeahi much better off think,positive,5,30,6.0
15541,nice long nap ,positive,4,32,8.0
15542,got much work,neutral,3,13,4.333333333333333
15543,_pingpong oh male strippers then lmao,negative,6,37,6.166666666666667
15544,omg im murdere accidently killed spider,neutral,6,39,6.5
15545,ive got 3 new frensfrm germanymexico n france havin dinner 2gather 2nite,neutral,12,72,6.0
15546,download movie 81st annual academy awards preshow  cool movie,positive,10,81,8.1
15547,exhausted sick face greenish,negative,4,28,7.0
15548,_whincop complex much consider day like today monday off brain back tomorrow,negative,12,76,6.333333333333333
15549,true wont fantastic 4 sequels wished introduced franklin richards character they,positive,11,80,7.2727272727272725
15550,ugh im tired hardly anything play niece im goin bed goodnight eveyone 3,neutral,13,71,5.461538461538462
15551,yãââ½n tãââ½m sang nm s thy mc trn tinh twitter tr li lãââ½ thãââ½ng thch sanh nh lãââ½m quiz mãââ½ ci c cãââ½ng chãââ½a,neutral,24,120,5.0
15552,gooooooooood im complete nut case,positive,5,33,6.6
15553,new implementation test discovery unittest time loader good start think ,positive,11,89,8.090909090909092
15554,ooh love sweet potato fries definitely go,positive,7,41,5.857142857142857
15555,im gone miss yall loldon laugh im seriousits bittersweet lookin forward 2goin home cant wait till nx semester,negative,18,109,6.055555555555555
15556,_vegetable 2,neutral,2,12,6.0
15557,told verizon send anyone 11 showed 10 gotta deal now dunno long ill offline,negative,14,75,5.357142857142857
15558,lol feel like drunk right now,negative,6,29,4.833333333333333
15559,didnt say goodnight,neutral,3,19,6.333333333333333
15560, chose wrong career,negative,4,54,13.5
15561,think h1n1 maybe cold,neutral,4,21,5.25
15562,way sleep next 8 9 days way wake up shell returned wouldnt missed much,negative,14,70,5.0
15563,yeah fingers crossed,neutral,3,20,6.666666666666667
15564,night nurse s,neutral,3,13,4.333333333333333
15565,happy mothers day euch allen,positive,5,28,5.6
15566,want copy read cant find little library bea09,neutral,8,45,5.625
15567,im salaried dont make less matter many hrs work comes territory suppose,neutral,12,71,5.916666666666667
15568,whod thought wallace gromit team behind monkey island could combined disastrously,negative,11,81,7.363636363636363
15569,tried doesnt want listen dont know anymore feel like doesnt care anymore,negative,12,72,6.0
15570,ah found weird its screen name name war jazz,negative,9,44,4.888888888888889
15571,wheres phone,neutral,2,12,6.0
15572,lives twitter quiet race recovering celebrating ps 20 fem 1st marathon wow,neutral,12,74,6.166666666666667
15573,little girl bgt sad cried lol xxxxxxxxxxxxxxxxxxx,negative,7,49,7.0
15574,_girl girl bangin shoes work it,neutral,6,31,5.166666666666667
15575,changed way golden gaytimes made used awesome,positive,7,45,6.428571428571429
15576,_jayytee yea knw,neutral,3,16,5.333333333333333
15577,friends romans country men lol ppl need 2 help say twitter dont friends loner loner la da da,negative,18,92,5.111111111111111
15578,thanks mandy good sister are may true unfortunately road tires cant say same,positive,13,76,5.846153846153846
15579,hate thunder lightning,negative,3,22,7.333333333333333
15580,cleaning room listening britney,neutral,4,31,7.75
15581,im feeling burn last 4 daysgonna chill play xbox watch stuff day,neutral,12,64,5.333333333333333
15582, sad day great guy enthusiastic teacher,neutral,7,58,8.285714285714286
15583,home sweet home sleeping monday hope,neutral,6,36,6.0
15584,im stuffed n cant move,neutral,5,22,4.4
15585,working watching snl,neutral,3,20,6.666666666666667
15586,youre singing rain,neutral,3,18,6.0
15587,okay haileys really gone now everyone keep prayers,negative,8,50,6.25
15588,think disgusting,negative,2,16,8.0
15589,fell asleep 10 minutes saget roast,neutral,6,34,5.666666666666667
15590,_union dont let anyone run away anything,neutral,7,40,5.714285714285714
15591,sky diving aaaaaa kinda bored though,neutral,6,44,7.333333333333333
15592,would you pay 60k lunch oscar de la renta dont see hitting east village shops you,neutral,16,81,5.0625
15593,_foster see look icons themes btw,neutral,6,33,5.5
15594,phone tyson,neutral,2,11,5.5
15595,ok im juz curious,positive,4,17,4.25
15596,well im hving another one today yey,neutral,7,35,5.0
15597,cheers that look later hopefully get sorted,positive,7,43,6.142857142857143
15598,read twilight new moon keen read eclipse breaking dawn hmm twilight better new moon still awesome,positive,16,97,6.0625
15599,3 hours sleep last night wants crawl ball somewhere sleep 5 hours work till six,negative,15,79,5.266666666666667
15600,id drive get taxi pool tablejukebox,neutral,6,35,5.833333333333333
15601,cant get onto twitter internet,neutral,5,30,6.0
15602,thanks follow isafailure supposed 2 b team thing friend hasnt emailed communicated n 4ever,positive,14,90,6.428571428571429
15603,mostly going work update twilight blog basically thats life sleeptime you,neutral,11,73,6.636363636363637
15604,shawty next like hella good oo,positive,6,35,5.833333333333333
15605,just ,neutral,2,25,12.5
15606,tomorrow mothers day get moms dont gift tell love her,positive,10,53,5.3
15607,honestypain blech,neutral,2,17,8.5
15608,miss sweetie,negative,2,12,6.0
15609,arghhh annoyedyet gone 2 starbucks given skimmed milk instead soy milk cant milk hav 2 throw away expensive,negative,18,107,5.944444444444445
15610,timewarner talk aol presentation warner bros,neutral,6,44,7.333333333333333
15611,housemate saw angel demons last night left home looking forward seeing wanted 2 reminise ,neutral,15,103,6.866666666666666
15612,sucks,negative,1,5,5.0
15613,got done discing found two discs last two days solid wish would treat koozie better throw around,positive,17,96,5.647058823529412
15614,going shower brb 10 mins,neutral,5,24,4.8
15615,actually id prefer rum gin dont ive preferred much previously,neutral,10,61,6.1
15616,gonna nap n chill probably go movie later ugh headache sux cloudy day,negative,13,69,5.3076923076923075
15617,yeh merch shopping look fab,positive,5,27,5.4
15618,im awake cant get back sleep,negative,6,28,4.666666666666667
15619,aww preciate loves hunnie,positive,4,25,6.25
15620,finally back bed puppies long week jamaica loved it lve home too night,positive,13,70,5.384615384615385
15621,im way backstreet boys remember gasping used 1 song chuck like oo omfg way,negative,14,74,5.285714285714286
15622,guess thats true,positive,3,16,5.333333333333333
15623,got feel belly baby,neutral,4,19,4.75
15624,searching apartments kaohsiung go seeing apartments next tuesday havent found good one reasonable rent,negative,14,102,7.285714285714286
15625,weather ugly n la its really cold,negative,7,33,4.714285714285714
15626,iphone sdk going become friends today even kills,neutral,8,48,6.0
15627,happy mothers day mark,positive,4,22,5.5
15628,yelled 8 years 7 months 6 days would produced enough sound energy heat one cup coffee,neutral,16,85,5.3125
15629,youre right duckies thanks big help wrapping writing up,positive,9,55,6.111111111111111
15630,lame right u know dates youll cali,negative,7,34,4.857142857142857
15631,part 2 social networking even room people,neutral,7,41,5.857142857142857
15632,_l_s game unfortunately teh cavs lost im sure fun though,neutral,10,56,5.6
15633,worries good news good spread,positive,5,29,5.8
15634,yes actually am im home moms laundry babysitting broke something didnt need 2 b fixed,neutral,15,85,5.666666666666667
15635,part unfortunately,negative,2,18,9.0
15636,dont feel good,negative,3,14,4.666666666666667
15637,home chocolate peanut butter stupid kids bus ruined yearbook,negative,9,60,6.666666666666667
15638,64 degrees would dream its 75 boise still,neutral,8,41,5.125
15639,fkkk nurses coughing lungs,neutral,4,26,6.5
15640,really sad shes missing critical mass,negative,6,37,6.166666666666667
15641,guess its easier said done peoplemyself one unfortunately,negative,8,57,7.125
15642,heyy told follow u whatsup,neutral,5,26,5.2
15643,graduates college saturday,neutral,3,26,8.666666666666666
15644,_ yeeeee haha funniest thing dudes cant ball bring hot gfs along watch get murked,positive,15,81,5.4
15645,really wish could convince brandon move somewhere like that wants move lexington,positive,12,80,6.666666666666667
15646,ar work boredhope tiff gets soon fun start,neutral,8,42,5.25
15647,aw u cant let secret,negative,5,20,4.0
15648,aw youre welcome,positive,3,16,5.333333333333333
15649,its going good week,positive,4,19,4.75
15650,eh youre really nice girl you miss youuuuuuu,neutral,8,44,5.5
15651,finally cup coffee,neutral,3,18,6.0
15652,think it way god works tremendously amazing made possible get card holder lost back,positive,14,83,5.928571428571429
15653,_rade oh economy gotcha sorry happy got another one la enjoy socal ahahaay lol,neutral,14,78,5.571428571428571
15654,know sometimes its letting go makes difference eh,neutral,8,49,6.125
15655,wales am 1st 2 weeks away wales idk guys school really like me,neutral,13,62,4.769230769230769
15656,crazy kids wont nap think its heat still tell cant go grandmas cuz shes sick,negative,15,76,5.066666666666666
15657,mit bookstore best book selection its one bookstore coupons discounts,positive,10,69,6.9
15658,status update twitter ice timestamp sun may 10 105744 cest 2009,neutral,11,63,5.7272727272727275
15659,widddd ill bus london also,neutral,5,26,5.2
15660,burnt arm just thought know,negative,5,27,5.4
15661,cool rite,neutral,2,9,4.5
15662,_laurie dad superman pulling through take easy,positive,7,46,6.571428571428571
15663,uk phone service oh yea still sick cough sniff,negative,9,46,5.111111111111111
15664,thats great babe congrats,positive,4,25,6.25
15665,lmfao yea anyone please were really pretty,positive,7,42,6.0
15666,hmmm skip grocery store head walmart could potentially leave much more,neutral,11,70,6.363636363636363
15667,finally home enjoying rest day azongo smokefest woot mmot miss,neutral,10,62,6.2
15668,thanks pp,positive,2,9,4.5
15669,dont understand anything help,negative,4,29,7.25
15670,luke here thanks ps chris ur husband pretty cool reckon sorry u feeling sick hope feel better soon,neutral,18,98,5.444444444444445
15671,whaaaaaat oh no didnt know here,negative,6,31,5.166666666666667
15672,loves cancuks 3,positive,3,15,5.0
15673,congrats highly doubt ull buyers remorseuve wanted car while,positive,9,60,6.666666666666667
15674,miss closest freindshirley went france summer miss shirley,negative,8,58,7.25
15675,lmaobut youll still me thoroughly enjoying conversation,positive,7,55,7.857142857142857
15676,babe 3,neutral,2,6,3.0
15677,dont know lunch today darn cold today,neutral,7,37,5.285714285714286
15678,gettin ready put show ugh really hope ppl dont comee,negative,10,52,5.2
15679,_yeah thanks pair gits hope its mega like bus,positive,9,45,5.0
15680,woke catching nightly tweets,neutral,4,28,7.0
15681,hulu work canada,neutral,3,16,5.333333333333333
15682,well did put good inningssweared brother lawwas fine form,positive,9,57,6.333333333333333
15683,fuuudge movie store closed,neutral,4,26,6.5
15684,youtube channel demilynnmusic haha cause love 2 sing stuff yea,positive,10,62,6.2
15685,im ready homieactually ima working,positive,5,34,6.8
15686,wish could surprised gone h couldnt work out,neutral,8,44,5.5
15687,yummy yummy ice creammm hate heels whoever made pair,neutral,9,52,5.777777777777778
15688,great time block party mackenzie,positive,5,32,6.4
15689,_connors 1999 called want saying back live pens haha,neutral,9,52,5.777777777777778
15690,hope great weekendparis,positive,3,23,7.666666666666667
15691,done photo album im good person make quite private now pity ben haha,positive,13,68,5.230769230769231
15692,aww lovely pic,positive,3,14,4.666666666666667
15693,ways nab youngster go it best friend swears younger men apparantly go longer too,negative,14,80,5.714285714285714
15694,aww cryin thoi want get thrui feel sorry shes good tho,neutral,11,54,4.909090909090909
15695,got home audition awhile ago think went pretty well math homework calling name,positive,13,78,6.0
15696,oh memories ,neutral,3,27,9.0
15697,im heading home,neutral,3,15,5.0
15698,yay good back,positive,3,13,4.333333333333333
15699,ugh hedache may cheap still class roll,negative,7,38,5.428571428571429
15700,kakabalik lang tarlac good aftie,positive,5,32,6.4
15701,got caught rain outside im cold bbbrrr,neutral,7,38,5.428571428571429
15702,k im really going bed even tho aint tired night 3,neutral,11,49,4.454545454545454
15703,haha thats great yeah zachary quinto spock really awesome indeed,positive,10,64,6.4
15704,oh lol yes facebook thats nice safe environment like church basement,positive,11,68,6.181818181818182
15705,lonely,negative,1,6,6.0
15706,exhausting day come tomorrow city mothers day cant wait minus driving,neutral,11,69,6.2727272727272725
15707,well thanks thinking me ever get scratch one well im right here,positive,12,63,5.25
15708,thank god camera fixed itself want new ipod,positive,8,43,5.375
15709,know stink birthdays sorry bra hope youre fun anyhow spite me,neutral,11,61,5.545454545454546
15710,everyone go boo got noone twitter wonder con innocent unsuspecting people talking me,neutral,13,84,6.461538461538462
15711,also found its also last youth group meeting,neutral,8,44,5.5
15712, new post,neutral,3,34,11.333333333333334
